Date of Accident,Aircraft Type,Aircraft Registration,Operator,Deaths,Location,Country,Category,Year
2008-05-16,dhc-3t/m601 turbine otter,C-GSUV,adventure air,0.0,"lac du bonnet, mb",canada,a2,2008
2008-05-20,antonov an-2r,RA-84642,"avialesookhrana, op.for krasnoyarskaya baza lesoohrani",0.0,near boguchany,russia,a2,2008
2008-05-21,beech t-1a jayhawk,93-0633,usaf,0.0,near lubbock preston ...,usa,a1,2008
2008-05-23,beech 1900c,N195GA,alpine aviation,1.0,near billings-logan i...,usa,a1,2008
2008-05-25,boeing 747-209f,N704CK,kalitta air,0.0,brussel-zaventem...,belgium,a1,2008
2008-05-26,antonov an-12bp,RA-12957,moskovia airlines,9.0,near chelyabinsk airp...,russia,a1,2008
2008-05-26,antonov an-32b,9Q-CMG,glbc,0.0,goma airport (gom),d.r. congo,a1,2008
2008-05-29,cessna 750 citation x,N369B,buckle,0.0,kearney regional...,usa,o1,2008
2008-05-30,airbus a320-233,EI-TAF,taca,0.0,tegucigalpa-tonc...,honduras,a1,2008
2008-06-01,cessna 208b grand caravan,N102VE,skydive greensburg,0.0,greensburg-decat...,usa,a2,2008
2008-06-07,antonov an-2r,RA-68068,private,2.0,novoternovskiy,russia,a1,2008
2008-06-07,cessna 208b grand caravan,CC-CTR,patagonia airlines,1.0,near la junta,chile,a2,2008
2008-06-08,dhc-6 twin otter 300,5A-DAU,waha oil company,0.0,sidra airstrip,libya,a1,2008
2008-06-10,airbus a310-324,ST-ATN,sudan airways,30.0,khartoum-civil a...,sudan,a1,2008
2008-06-12,learjet 35a,D-CFAI,"fai air service, op.for un",0.0,kisangani-bangok...,d.r. congo,a1,2008
2008-06-15,harbin yunshuji y-12 ii,B-3841,china flying dragon,3.0,near chifeng,china,a1,2008
2008-06-15,casa c-212 aviocar 200,5Y-TSL,turbine services,0.0,mathiang airfield,south sudan,a2,2008
2008-06-15,antonov an-2t,F-AZHB,aã©roclub paris-est,0.0,"near betz, oise",france,a1,2008
2008-06-18,dhc-6 twin otter 100,N656WA,wiggins airways,1.0,hyannis-barnstab...,usa,a1,2008
2008-06-21,antonov an-2r,HA-MBC,air patrol,0.0,krems-langenlois...,austria,a1,2008
2008-06-22,dhc-8-402q dash 8,HB-JGA,skywork airlines,0.0,berne-belp airpo...,switzerland,a2,2008
2008-06-26,casa/nurtanio nc-212 aviocar,A-2106,indonesian af,18.0,near tegal lilin,indonesia,a1,2008
2008-06-27,antonov an-2,RA-01132,avialesookhrana,5.0,near gryzlov,russia,a1,2008
2008-06-27,antonov an-12bk,ST-ARN,juba air cargo,7.0,near malakal,south sudan,a1,2008
2008-06-27,dornier 328-110,N457PS,"us airways express, opb psa airlines",0.0,"san marcos,tx",usa,o1,2008
2008-06-27,lockheed c-130h2 hercules,86-0412,usaf,0.0,near baghdad internat...,iraq,a1,2008
2008-06-28,boeing 767-281sf,N799AX,abx air,0.0,san francisco in...,usa,o1,2008
2008-06-28,antonov an-2,RF-00403,armavir,0.0,near dmitrievskaya,russia,a1,2008
2008-06-30,ilyushin il-76td,ST-WTB,ababeel aviation,4.0,near khartoum-civil a...,sudan,a1,2008
2008-06-30,tupolev tu-154m,RA-85667,aeroflot,0.0,saint petersburg...,russia,a1,2008
2008-07-01,cessna 208b grand caravan,PT-MEE,tam,0.0,"divinã³polis, pa",brazil,a2,2008
2008-07-02,dhc-6 twin otter 300,947,chilean af,3.0,near cochamã³,chile,a1,2008
2008-07-02,ilyushin il-76td,EK-76400,click airways international,0.0,near zahedan,iran,a2,2008
2008-07-02,cessna 500 citation i,YV1152,servicios aã©reos permagas,0.0,charallave-ãsca...,venezuela,a1,2008
2008-07-03,antonov an-2,Not Reported,aero getics,0.0,stefanesti,romania,a1,2008
2008-07-06,dc-9-15f,N199US,usa jet airlines,1.0,near saltillo-plan de...,mexico,a1,2008
2008-07-07,boeing 747-209b (sf),N714CK,"kalitta air, op.for centurion air cargo",0.0,near bogotã¡-eldorado...,colombia,a1,2008
2008-07-07,bombardier crj-701er,N706EV,"delta connection, opb asa",0.0,baton rouge-ryan...,usa,o1,2008
2008-07-07,canadair crj-200er,N916EV,"delta connection, opb asa",0.0,baton rouge-ryan...,usa,o2,2008
2008-07-07,canadair crj-200er,N975EV,"delta connection, opb asa",0.0,baton rouge-ryan...,usa,o2,2008
2008-07-10,beech 99a,CC-CFM,aerocord,9.0,near puerto montt-mar...,chile,a1,2008
2008-07-10,let l-410uvp-e9,5Y-VVB,safarilink,0.0,kichwa tembo air...,kenya,a1,2008
2008-07-14,dhc-6 twin otter 300,8Q-MAS,maldivian air taxi,0.0,north ari atoll,maldives,a1,2008
2008-07-14,boeing 737-282,5N-BIG,chanchangi airlines,0.0,port harcourt ai...,nigeria,a1,2008
2008-07-15,beech beechjet 400a,PT-WHF,lã­der tã¡xi aã©reo,0.0,sã£o josã© dos c...,brazil,a1,2008
2008-07-16,dhc-6 twin otter 300,C-GBEB,north-wright airways,0.0,"hook lake, nwt",canada,a2,2008
2008-07-18,airbus a321-211,G-DHJH,thomas cook airlines,0.0,manchester airpo...,u.k.,a2,2008
2008-07-22,boeing 727-227,C-GLKF,kelowna flightcraft,0.0,hamilton airport...,canada,a2,2008
2008-07-23,fokker f-27 friendship 400m,FAB-92,tam,0.0,estancia esperan...,bolivia,a1,2008
2008-07-23,boeing 737-4m0,PK-GZN,garuda,0.0,banjarmasin-sjam...,indonesia,a2,2008
2008-07-25,boeing 747-438,VH-OJK,qantas,0.0,"near manila, philippines",pacific ocean,a2,2008
2008-07-28,airbus a321-231,G-MARA,monarch airlines,0.0,manchester airpo...,u.k.,a2,2008
2008-07-30,eclipse 500,N333MY,my aviation,0.0,west chester-bra...,usa,a1,2008
2008-07-31,bae-125-800a,N818MV,east coast jets,8.0,owatonna airport...,usa,a1,2008
2008-07-31,md-88,EC-FPD,iberia,0.0,wien-schwechat i...,austria,a1,2008
2008-08-02,learjet 35a,XB-KPB,todo para la aeronautica,0.0,guadalajara-don ...,mexico,a1,2008
2008-08-03,boeing 747-481d,JA8955,all nippon,0.0,bangkok-don muan...,thailand,o1,2008
2008-08-03,cessna 550 citation ii,N827DP,drug plastics & glass company inc,0.0,reading municipa...,usa,a1,2008
2008-08-05,lockheed c-130h hercules,1212,united arab emirates af,0.0,bagram air base ...,afghanistan,a1,2008
2008-08-13,fokker f-27 friendship 500,5Y-BVF,fly540,3.0,near k-50 airport,somalia,a1,2008
2008-08-16,dornier 228-202k,D-CAAW,"advanced aviation, op.for minair",0.0,bangui airport (...,c.a.r.,o1,2008
2008-08-16,bn-2b-21 islander,YV1987,private,0.0,la tortuga-punta...,venezuela,a2,2008
2008-08-18,cessna 501 citation i/sp,N223LC,corus hardware corporation,1.0,near santo domingo,dominican rep.,a1,2008
2008-08-20,dc-9-82 (md-82),EC-HFP,spanair,154.0,madrid-barajas a...,spain,a1,2008
2008-08-22,beech a100 king air,N601PC,"leavitt group wings, op.for southwest skin and cancer",10.0,near moab-canyonlands...,usa,a1,2008
2008-08-23,dhc-8-301,HK-3952,aires colombia,0.0,barranquilla-ern...,colombia,a1,2008
2008-08-24,boeing 737-219,EX-009,"itek air, opf iran aseman airlines",65.0,near bishkek-manas in...,kyrgyzstan,a1,2008
2008-08-24,cessna 208 caravan i,TG-JCS,aã©reo ruta maya,11.0,"near la puente, cabaã...",guatemala,a1,2008
2008-08-24,atr 72-212a (atr 72-500),I-ADLM,air dolomiti,0.0,mã¼nchen-franz j...,germany,a2,2008
2008-08-25,lockheed l-100-20 hercules,4593,philippine af,11.0,"near barangay bukana,...",philippines,a1,2008
2008-08-26,boeing 737-200,ST-...,sun air company,0.0,kufrah airport (...,libya,h2,2008
2008-08-27,boeing 737-2h6,PK-CJG,sriwijaya air,0.0,jambi-sultan tha...,indonesia,a1,2008
2008-08-29,antonov an-2r,RA-68126,aero-transit,0.0,"near boguchany, krasn...",russia,a1,2008
2008-08-30,boeing 737-291,YV102T,conviasa,3.0,near toacaso,ecuador,a1,2008
2008-08-31,fairchild sa227-ac metro iii,N2699Y,mcneely charter service,0.0,"near carlsbad, nm",usa,a2,2008
2008-09-01,convair cv-580,N587X,air tahoma,3.0,near columbus-rickenb...,usa,a1,2008
2008-09-01,beech 1900c-1,ZS-OLD,"cemair, op.for air serv international",17.0,near bukavu-kavumu ai...,d.r. congo,a1,2008
2008-09-01,cessna 560 citation encore,N839QS,netjets,0.0,telluride airpor...,usa,a2,2008
2008-09-01,lockheed sp-2h neptune,N4235T,neptune aviation services,3.0,near reno-stead airpo...,usa,a1,2008
2008-09-05,dhc-4a caribou,A4-285,raaf,0.0,efogi airport (efg),p.n. guinea,a1,2008
2008-09-07,cessna 208b grand caravan,V3-HFQ,tropic air,0.0,near belize city,belize,a1,2008
2008-09-10,antonov an-12b,RA-11652,russian af,0.0,buturlinovka air...,russia,a2,2008
2008-09-13,dhc-6 twin otter 310,9M-MDN,maswings,0.0,ba'kelalan airpo...,malaysia,a2,2008
2008-09-14,boeing 737-505,VP-BKO,aeroflot-nord,88.0,near perm airport (pee),russia,a1,2008
2008-09-18,antonov an-24rv,4L-MJX,euroline,0.0,tbilisi airport ...,georgia,a1,2008
2008-09-19,learjet 60,N999LJ,global exec aviation,4.0,columbia metropo...,usa,a1,2008
2008-09-21,cessna 208 caravan,Not Reported,unknown,4.0,near pedernales,dominican rep.,a1,2008
2008-09-22,fokker f-28 fellowship 4000,HC-CDT,icaro,0.0,quito-mariscal s...,ecuador,a1,2008
2008-09-25,beech a200 super king air,N30W,dynamic aviation group inc,0.0,bridgewater air ...,usa,a2,2008
2008-09-25,boeing 737-322,N332UA,united airlines,0.0,chicago-o'hare i...,usa,i1,2008
2008-09-29,antonov an-12bk,T-311,angolan af,0.0,luanda airport (...,angola,a1,2008
2008-09-29,dhc-5d buffalo,5Y-OPL,trident aviation,0.0,lokichoggio airp...,kenya,a1,2008
2008-10-01,boeing 737-3y0,EI-DON,kd avia,0.0,kaliningrad-khra...,russia,a1,2008
2008-10-05,bn-2a-26 islander,ZS-OSD,private,9.0,near barberton,south africa,a1,2008
2008-10-07,airbus a330-303,VH-QPA,qantas,0.0,"near learmonth, wa, a...",indian ocean,a2,2008
2008-10-08,dhc-6 twin otter 300,9N-AFE,yeti airlines,18.0,lukla-tenzing-hi...,nepal,a1,2008
2008-10-12,beech 100 king air,N525ZS,woolie enterprises,1.0,"near bauru airport, s...",brazil,a1,2008
2008-10-16,boeing 737-2h4,YV162T,rutaca,0.0,caracas-simã³n b...,venezuela,a1,2008
2008-10-16,casa c-212 aviocar 300,8021,south african af,0.0,bloemspruit air ...,south africa,a2,2008
2008-10-19,dassault falcon 20f,YK-ASA,syrianair,0.0,damascus interna...,syria,a2,2008
2008-10-20,airbus a320-232,N448UA,united airlines,0.0,phoenix-sky harb...,usa,a2,2008
2008-10-21,lockheed p-3c orion,158573,us navy,0.0,bagram air base ...,afghanistan,a1,2008
2008-10-27,boeing 747-228f (scd),OO-CBA,cargo b airlines,0.0,brussel-zaventem...,belgium,a1,2008
2008-11-01,cessna 208b grand caravan,ZS-PCM,aaa investments,0.0,near nyala lodge airs...,south africa,a2,2008
2008-11-01,casa c-212 aviocar 200,N437RA,arctic transportation services,0.0,"near toksook bay, ak ...",usa,a2,2008
2008-11-03,beech 200 super king air,N200JL,private,1.0,near punta chivato ai...,mexico,a1,2008
2008-11-04,learjet 45,XC-VMC,mexican government,0.0,near mexico city-beni...,mexico,a1,2008
2008-11-06,dornier 328-110,PK-TXL,express air,0.0,fak fak airport ...,indonesia,a1,2008
2008-11-06,antonov an-2p,RA-40280,naryan-mar air enterprise,0.0,near verkhnyaya pesha...,russia,a1,2008
2008-11-10,boeing 737-8as (wl),EI-DYG,ryanair,0.0,roma-ciampino ai...,italy,a1,2008
2008-11-10,antonov an-12b,UR-PLV,veteran airline,0.0,pointe noire air...,congo,a1,2008
2008-11-11,beech 100 king air,C-GWWQ,national aviation,0.0,stony rapids air...,canada,a1,2008
2008-11-13,antonov an-12b,S9-SAO,british gulf international airlines,7.0,near al-taqaddum air ...,iraq,a1,2008
2008-11-22,beech a100 king air,C-FSNA,skynorth air,0.0,near gods lake narrow...,canada,a1,2008
2008-11-23,beech b200 super king air,PT-OSR,jc showsa (banda calypso),2.0,near recife-guararape...,brazil,a1,2008
2008-11-27,airbus a320-232,D-AXLA,"air new zealand, op.for xl airways germany",7.0,near canet-plage,france,a1,2008
2008-11-27,bae 3112 jetstream 31,C-FNAY,northwestern air,0.0,fort smith airpo...,canada,a1,2008
2008-11-28,dassault falcon 900ex,I-FLYI,eurofly service,0.0,brindisi-papola ...,italy,a1,2008
2008-12-07,learjet 23,XC-LGD,", op.for tlaxcala state government",2.0,near atlangatepec air...,mexico,a1,2008
2008-12-12,let l-410uvp-e,HK-4235,searca,0.0,capurganã¡ airpo...,colombia,a1,2008
2008-12-12,dhc-6 twin otter 300,PK-BRS,aviastar mandiri,0.0,ewer airport (ewe),indonesia,a2,2008
2008-12-13,dornier 228-202,C-FYEV,summit air charters,0.0,near cambridge bay ai...,canada,a1,2008
2008-12-15,bn-2a trislander mk.iii-2,N650LP,lã­nea aã©rea puertorriqueã±a,12.0,"caribbean sea, o...",atlantic ocean,a1,2008
2008-12-18,rockwell sabreliner 60,XA-UFQ,cesa cargo,0.0,celaya-capitã¡n ...,mexico,o1,2008
2008-12-18,beech 200 super king air,ZS-NXH,ferox investment,0.0,lanseria airport...,south africa,a2,2008
2008-12-19,bn-2a-20 islander,YJ-RV2,air vanuatu,2.0,near olpoi-lajmoli ai...,vanuatu,a1,2008
2008-12-20,boeing 737-524,N18611,continental air lines,0.0,denver internati...,usa,a1,2008
2008-12-21,dassault falcon 20c,N165TW,ameristar jet charter,0.0,chautauqua count...,usa,a1,2008
2008-12-23,raytheon 390 premier i,N20NL,cns corporation,0.0,lewistown-sharpe...,usa,a1,2008
2009-01-02,antonov an-12bp,S9-SAM,british gulf international airlines,0.0,sharjah airport ...,u.a.e.,a1,2009
2009-01-03,learjet 45xr,N279AJ,aero jet services,0.0,telluride region...,usa,a1,2009
2009-01-04,cessna 650 citation vii,XA-PYN,aero cabo,0.0,vancouver intern...,canada,a2,2009
2009-01-04,cessna 550 citation ii,N815MA,"joda, op.for caribair",0.0,wilmington-new h...,usa,a1,2009
2009-01-04,basler turbo 67 (dc-3t),C-GEAJ,alci aviation,0.0,tony camp,antarctica,a2,2009
2009-01-09,cessna 208 caravan i,EP-858,peruvian army,0.0,near intuto,peru,a1,2009
2009-01-11,xian ma60,RP-C8893,zest airways,0.0,caticlan-malay a...,philippines,a1,2009
2009-01-13,antonov an-24rv,S9-KAS,daallo airlines,0.0,bosaso-bender qa...,somalia,a1,2009
2009-01-15,airbus a320-214,N106US,us airways,0.0,"near weehawken, nj [h...",usa,a1,2009
2009-01-15,ilyushin il-76md,RA-76825,russian ministry of interior,4.0,makhachkala airp...,russia,a1,2009
2009-01-15,ilyushin il-76md,RA-76827,russian ministry of interior,0.0,makhachkala airp...,russia,a2,2009
2009-01-15,learjet 35a,C-GRFO,skyservice business aviation,0.0,casablanca-moham...,morocco,a2,2009
2009-01-16,iai 1126 galaxy,YR-TIG,ion tiriac air,0.0,oradea airport (...,romania,a1,2009
2009-01-16,beech 100 king air,C-GNAA,skynorth air,0.0,"island lake, mb ...",canada,a1,2009
2009-01-19,fokker 100,EP-CFN,"chabahar airlines, op.for iran air",0.0,tehran-mehrabad ...,iran,a1,2009
2009-01-20,bombardier global 5000,C-GERS,bombardier,0.0,wichita-mid-cont...,usa,a2,2009
2009-01-27,atr 42-320,N902FX,"fedex, op.for empire airlines",0.0,lubbock preston ...,usa,a1,2009
2009-01-27,cessna 560 citation v,OE-GAA,tyrol air ambulance,0.0,novosibirsk-tolm...,russia,a2,2009
2009-01-30,c-17a globemaster iii,96-0002,usaf,0.0,bagram air base ...,afghanistan,a2,2009
2009-02-01,airbus a320-232,Not Reported,indigo airlines,0.0,delhi-indira gan...,india,h2,2009
2009-02-04,ami dc-3-65tp,N834TP,national test pilot school,0.0,mojave-kern coun...,usa,a1,2009
2009-02-04,dhc-6 twin otter 100,C-FCCE,transwest air,0.0,la ronge airport...,canada,a1,2009
2009-02-05,learjet 35a,XB-RYT,rajet aeroservicios,0.0,ciudad victoria ...,mexico,a2,2009
2009-02-06,bombardier global express,N906JW,jw asset management,0.0,st. moritz-samed...,switzerland,a2,2009
2009-02-07,cessna 650 citation iii,I-FEEV,air one executive,2.0,trigoria,italy,a1,2009
2009-02-07,embraer emb-110p1 bandeirante,PT-SEA,manaus aerotã¡xi,24.0,"near santo antã³nio, ...",brazil,a1,2009
2009-02-09,airbus a321-211,F-GYAJ,air mã©diterranã©e,0.0,paris-charles de...,france,a2,2009
2009-02-11,cessna 208b grand caravan,5Y-BUQ,airworks,0.0,boma airstrip,south sudan,a1,2009
2009-02-11,antonov an-2,10 yellow,russian af,0.0,near pskov airport (pkv),russia,a1,2009
2009-02-11,beech 200 super king air,TC-AUY,anadolu university civil aviation school,0.0,eskisehir-anadol...,turkey,a1,2009
2009-02-12,dhc-8-402q dash 8,N200WQ,"colgan air, opf continental connection",0.0,near buffalo niagara ...,usa,a1,2009
2009-02-12,dassault falcon 100,VP-BAF,laret aviation,2.0,st. moritz-samed...,switzerland,a1,2009
2009-02-12,bae 3102 jetstream 31,SX-SKY,sky express,0.0,heraklion-n. kaz...,greece,a1,2009
2009-02-13,avro rj100,G-BXAR,ba cityflyer,0.0,london city airp...,u.k.,a1,2009
2009-02-14,casa c-212 aviocar 200,N440RA,arctic transportation services,0.0,near kotzebue-ralph w...,usa,a2,2009
2009-02-15,hesa iran-140-100,HESA90-04,hesa,5.0,near isfahan/shahin s...,iran,a1,2009
2009-02-15,cessna 208b grand caravan,YV1950,rutaca,0.0,guasdualito-vare...,venezuela,a2,2009
2009-02-18,basler turbo 67 (dc-3t),FAC-1670,colombian af,5.0,near palanquero-germa...,colombia,a1,2009
2009-02-18,basler turbo 67 (dc-3t),PNC-0211,colombian police,0.0,medellã­n-enriqu...,colombia,o1,2009
2009-02-20,antonov an-12b,S9-SVN,aerolift,5.0,luxor airport (lxr),egypt,a1,2009
2009-02-22,antonov an-2sx,EX-68039,golden rule airlines,0.0,near bishkek district...,kyrgyzstan,a1,2009
2009-02-24,lockheed c-130h hercules,SU-BAC/1272,egyptian af,0.0,unknown,egypt,a1,2009
2009-02-25,boeing 737-8f2,TC-JGE,thy,9.0,near amsterdam-schiph...,netherlands,a1,2009
2009-02-28,saab 2000,YR-SBI,carpatair,0.0,timisoara airpor...,romania,a2,2009
2009-03-01,beech 100 king air,YV2129,command air,6.0,"near san miguel, truj...",venezuela,a1,2009
2009-03-03,swearingen sa226-tc metro ii,C-FSLZ,perimeter airlines,0.0,winnipeg-james a...,canada,a2,2009
2009-03-04,cessna 208 caravan i,5X-ASI,air serv limited,0.0,maridi airport,south sudan,a2,2009
2009-03-06,national aerospace laboratories (nal) saras,VT-XRM,national aerospace laboratories,3.0,near bidadi,india,a1,2009
2009-03-06,gaf nomad n.22b,L9-5/25,thai af,1.0,lop buri air base,thailand,a1,2009
2009-03-09,ilyushin il-76t,S9-SAB,aerolift,11.0,near entebbe airport ...,uganda,a1,2009
2009-03-09,md-90-30,PK-LIL,lion air,0.0,jakarta-soekarno...,indonesia,a1,2009
2009-03-13,boeing e-8c (707),93-0597,usaf,0.0,near qatar,qatar,a1,2009
2009-03-19,beech 200 super king air,AEE-101,ecuador army,0.0,near quito-mariscal s...,ecuador,a1,2009
2009-03-20,airbus a340-541,A6-ERG,emirates,0.0,melbourne-tullam...,australia,a2,2009
2009-03-23,md-11f,N526FE,fedex,2.0,tokyo-narita air...,japan,a1,2009
2009-03-26,tupolev tu-134ak,RA-65981,russian af,0.0,dolinsk-sokol ai...,russia,a1,2009
2009-03-29,cessna 550 citation ii,N44FR,fritzi jet llc,0.0,salt lake city i...,usa,a2,2009
2009-03-31,pzl-mielec m28td bryza 2rf,1007,polish navy,4.0,gdynia-babie doly,poland,a1,2009
2009-04-02,bn-2a islander,RP-C764,chemtrad aviation,7.0,barangay san mig...,philippines,a1,2009
2009-04-06,fokker f-27 friendship 400m,A-2703,indonesian af,24.0,bandung-husein s...,indonesia,a1,2009
2009-04-09,bae-146-300,PK-BRD,aviastar mandiri,6.0,near wamena (wmx),indonesia,a1,2009
2009-04-11,cessna 208b grand caravan,RDPL-34144,lao air,0.0,thulakhã´m district,laos,a2,2009
2009-04-17,cessna 208b grand caravan,YV1181,lã­nea turã­stica aereotuy - lta,1.0,canaima airport ...,venezuela,a1,2009
2009-04-19,boeing 737-8as,C-FTCZ,canjet airlines,0.0,montego bay-sang...,jamaica,h2,2009
2009-04-20,boeing 767-36ner,CN-RNT,ram,0.0,new york-john f....,usa,a2,2009
2009-04-21,bombardier dhc-8-402q dash 8,C-GLQD,porter airlines,0.0,ottawa/macdonald...,canada,a2,2009
2009-04-22,rockwell sabreliner 60,N103TA,private,0.0,banjul-yundum in...,gambia,a1,2009
2009-04-25,lockheed sp-2h neptune,N442NA,neptune aviation services,3.0,"near stockton, ut",usa,a1,2009
2009-04-26,douglas dc-3c,N136FS,four star air cargo,0.0,san juan-luis mu...,puerto rico,a1,2009
2009-04-27,boeing 737-2k9,XA-MAF,magnicharters,0.0,guadalajara-don ...,mexico,a1,2009
2009-04-29,boeing 737-275,TL-ADM,bako air,7.0,"massamba, bandun...",d.r. congo,a1,2009
2009-04-30,antonov an-2,RF-00842,yakutsk ask rosto,3.0,oi (nemyugyuntsy...,russia,a1,2009
2009-05-04,airbus a320-211,N311US,northwest airlines,0.0,denver internati...,usa,a2,2009
2009-05-04,antonov an-2,Not Reported,south korea af,0.0,near seongmu air base,south korea,a1,2009
2009-05-06,dc-10-30er,N139WA,world airways,0.0,baltimore/washin...,usa,a1,2009
2009-05-06,cessna 208b grand caravan,D-FOLE,olt,0.0,near dornum,germany,a2,2009
2009-05-08,tupolev tu-154m,EP-MCR,iran airtour,0.0,near mashhad airport ...,iran,a1,2009
2009-05-08,md-90-30,HZ-APW,saudi arabian,0.0,riyadh-king khal...,saudi arabia,a1,2009
2009-05-08,boeing 747-48ef,HL7419,asiana airlines,0.0,near frankfurt intern...,germany,a2,2009
2009-05-10,bae 3212 jetstream 32,YV1467,private,1.0,near utila airport (uii),honduras,a1,2009
2009-05-11,lockheed c-130b hercules,A-1302,indonesian af,0.0,wamena airport (...,indonesia,a1,2009
2009-05-18,antonov an-24t,EK-46839,"air atlantic congo, lsf phoenix avia",0.0,dire dawa-aba te...,ethiopia,a1,2009
2009-05-20,lockheed l-100-30 hercules,A-1325,indonesian af,0.0,near madiun-iswahyudi...,indonesia,a1,2009
2009-05-22,beech b300 king air 350,PR-MOZ,santa coloma investimentos,14.0,porto seguro-ter...,brazil,a1,2009
2009-05-26,antonov an-26,9Q-CSA,services air,3.0,near isiro-matari air...,d.r. congo,a1,2009
2009-05-28,dhc-5d buffalo,AEE-501,ecuador army,0.0,quevedo airport,ecuador,a1,2009
2009-05-30,atr 42-500,AP-BHO,pia,0.0,lahore airport (...,pakistan,a2,2009
2009-06-01,airbus a330-203,F-GZCP,air france,228.0,near sã£o pedro and s...,atlantic ocean,a1,2009
2009-06-02,dhc-6 twin otter 200,8Q-MAG,"maldivian air taxi, lsf kenn borek air",0.0,halaveli resort ...,maldives,a1,2009
2009-06-03,dhc-6 twin otter 300,SE-GEE,skydive airlines,0.0,gryttjom airfiel...,sweden,a2,2009
2009-06-03,md-11f,B-2175,china cargo airlines,0.0,urumqi airport (...,china,a2,2009
2009-06-03,boeing 737-59d,VP-BXM,aeroflot-nord,0.0,simferopol airpo...,ukraine,a1,2009
2009-06-06,fokker f-28 fellowship 4000,XY-ADW,myanma airways,0.0,sittwe-civil air...,myanmar,a1,2009
2009-06-07,bn-2a-27 islander,C-FJJR,strait air,1.0,near port hope simpso...,canada,a1,2009
2009-06-08,antonov an-32,K3062,indian af,13.0,rinchi village i...,india,a1,2009
2009-06-09,antonov an-2r,EX-156,valor air,0.0,"kadamdzhayskom, ...",kyrgyzstan,a1,2009
2009-06-09,md-11f,HZ-ANB,saudi arabian,0.0,khartoum-civil a...,sudan,a2,2009
2009-06-10,beech 200c super king air,ZS-PNZ,aviation asset management,0.0,lanseria interna...,south africa,a2,2009
2009-06-13,antonov an-2r,RF-00428,rosto primorsk-ahtarska,0.0,near primorsko-ahtars...,russia,a1,2009
2009-06-14,dornier 328-110,PK-TXN,express air,0.0,tanahmerah airpo...,indonesia,a2,2009
2009-06-18,learjet 40,N998AL,alex lyon & sons,0.0,fort worth-meach...,usa,a1,2009
2009-06-20,antonov an-2,Not Reported,unknown,0.0,"pologi, zaporizh...",ukraine,o1,2009
2009-06-25,xian ma60,RP-C8892,zest airways,0.0,caticlan-malay a...,philippines,a1,2009
2009-06-26,let l-410uvp-e,HK-4094,tac,0.0,capurganã¡ airpo...,colombia,a1,2009
2009-06-27,bae 3201 jetstream 31,N485UE,vecolair,0.0,salerno fob,afghanistan,a1,2009
2009-06-29,dhc-6 twin otter 300,PK-BRO,aviastar mandiri,3.0,near wamena airport (...,indonesia,a1,2009
2009-06-29,bn-2b-26 islander,D-ILFC,lfh luftverkehr,0.0,wangerooge airpo...,germany,a2,2009
2009-06-30,airbus a310-324,7O-ADJ,yemenia airways,152.0,near mitsamiouli,comoros,a1,2009
2009-07-05,bn-2a trislander mk.iii-1,ZK-LOU,great barrier airlines,0.0,near great barrier is...,new zealand,a1,2009
2009-07-06,antonov an-28,ST-TYB,el dinder aviation,0.0,near sarif-umra airstrip,sudan,a1,2009
2009-07-08,fairchild sa227-ac metro iii,C6-FPO,western air,0.0,bimini internati...,bahamas,a2,2009
2009-07-13,boeing 737-3h4,N387SW,southwest airlines,0.0,"near charleston, wv",usa,a2,2009
2009-07-15,tupolev tu-154m,EP-CPG,caspian airlines,168.0,near qazvin,iran,a1,2009
2009-07-19,bae 3212 jetstream 32,YV1200,kavok airlines,0.0,metropolitano ai...,venezuela,a1,2009
2009-07-21,beech 100 king air,C-FDAM,north cariboo flying service,0.0,edmonton interna...,canada,a2,2009
2009-07-24,ilyushin il-62m,UP-I6208,"deta air, op.for aria air",16.0,mashhad-shahid h...,iran,a1,2009
2009-07-29,dhc-6 twin otter 300,OY-POF,air greenland,0.0,near constable point,greenland,a2,2009
2009-08-02,dhc-6 twin otter 300,PK-NVC,merpati nusantara,15.0,near oksibil airport ...,indonesia,a1,2009
2009-08-02,embraer emb-120rt brasilia,5N-BLN,capital airlines,0.0,enugu airport (enu),nigeria,a1,2009
2009-08-03,boeing 707-3j9c,EP-SHK,saha air,0.0,ahwaz airport (awz),iran,a2,2009
2009-08-04,atr 72-212a (atr 72-500),HS-PGL,bangkok airways,1.0,koh samui airpor...,thailand,a1,2009
2009-08-10,boeing 737-881 (wl),JA56AN,all nippon,0.0,tokyo-haneda air...,japan,a2,2009
2009-08-11,dhc-6 twin otter 300,P2-MCB,airlines png,13.0,near kokoda airport (...,p.n. guinea,a1,2009
2009-08-14,beech 99,F-BTME,"avioarte serviã§os aã©reos, op.for skydive portugal",2.0,bairro de almeir...,portugal,a1,2009
2009-08-16,avcen jetpod,-,avcen,1.0,near taiping airport ...,malaysia,a1,2009
2009-08-16,bn-2a-6 islander,YV212T,islas aviation services,0.0,near caracas-simã³n b...,venezuela,a1,2009
2009-08-23,dornier 328-100,RP-C6328,south east asian airlines,0.0,manila-ninoy aqu...,philippines,a2,2009
2009-08-26,antonov an-12bk,TN-AIA,aero fret business,6.0,near brazzaville-maya...,congo,a1,2009
2009-08-26,cessna 208b grand caravan,YV1183,lã­nea turã­stica aereotuy - lta,0.0,near la tortuga,venezuela,a1,2009
